,날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,평균기온(°C),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),PM2.5_MA7,PM2.5_MA30,PM2.5lag,Autumn,Spring,Summer,Winter
0,2020-01-01,0.1595744680851064,0.2727272727272727,0.3015873015873016,0.28909952606635075,0.5555555555555556,0.39999999999999997,0.1394658753709199,0.2352941176470588,0.30434782608695643,0.8894230769230802,0.2608695652173913,0.35261707988980706,0.2727272727272727,0,0,0,1
1,2020-01-02,0.4787234042553191,0.7727272727272727,0.22222222222222227,0.5497630331753556,0.7777777777777777,0.39999999999999997,0.20474777448071219,0.3088235294117647,0.417391304347826,0.8365384615384635,0.5398550724637681,0.8071625344352615,0.2727272727272727,0,0,0,1
2,2020-01-03,0.5212765957446809,0.8409090909090909,0.28571428571428575,0.5497630331753556,0.7777777777777777,0.6000000000000001,0.25816023738872407,0.3382352941176471,0.2919254658385093,0.7572115384615401,0.6582125603864735,0.9999999999999999,0.7727272727272727,0,0,0,1
3,2020-01-04,0.3617021276595745,0.5227272727272727,0.31746031746031744,0.4786729857819906,0.7777777777777777,0.39999999999999997,0.24629080118694366,0.32352941176470584,0.1900621118012422,0.7524038461538467,0.6286231884057971,0.9517906336088152,0.8409090909090909,0,0,0,1
4,2020-01-05,0.39361702127659576,0.5909090909090909,0.25396825396825395,0.5734597156398105,0.7777777777777777,0.39999999999999997,0.3026706231454006,0.08823529411764708,0.39254658385093166,0.8798076923076934,0.6260869565217391,0.9476584022038564,0.5227272727272727,0,0,0,1
5,2020-01-06,0.2553191489361702,0.36363636363636365,0.015873015873015872,0.9763033175355452,1.0,0.39999999999999997,0.31454005934718104,0.11764705882352941,0.8683229813664596,0.8125,0.5821256038647343,0.8760330578512395,0.5909090909090909,0,0,0,1
6,2020-01-07,0.1702127659574468,0.1590909090909091,0.22222222222222227,0.5023696682464456,0.5555555555555556,0.39999999999999997,0.3293768545994066,0.7941176470588236,0.9577639751552794,0.47596153846153655,0.5181159420289855,0.7717434081070443,0.36363636363636365,0,0,0,1
7,2020-01-08,0.1702127659574468,0.2272727272727273,0.2698412698412698,0.33649289099526075,0.7777777777777777,0.39999999999999997,0.34421364985163216,0.5367647058823529,0.5465838509316769,0.5769230769230766,0.5108695652173914,0.709022038567493,0.1590909090909091,0,0,0,1
8,2020-01-09,0.2872340425531915,0.4545454545454546,0.3650793650793651,0.31279620853080575,0.7777777777777777,0.2,0.24035608308605344,0.27941176470588236,0.35403726708074534,0.6778846153846168,0.46014492753623193,0.7061524334251607,0.2272727272727273,0,0,0,1
9,2020-01-10,0.3617021276595745,0.5681818181818182,0.15873015873015872,0.7630331753554505,0.7777777777777777,0.39999999999999997,0.25816023738872407,0.16176470588235295,0.26086956521739124,0.6923076923076934,0.41666666666666663,0.724517906336088,0.4545454545454546,0,0,0,1
10,2020-01-11,0.4148936170212766,0.7045454545454546,0.20634920634920634,0.6919431279620855,0.7777777777777777,0.39999999999999997,0.25816023738872407,0.38235294117647056,0.2484472049689441,0.5937500000000036,0.44565217391304346,0.762083646381167,0.5681818181818182,0,0,0,1
11,2020-01-12,0.3723404255319149,0.6363636363636364,0.38095238095238093,0.26540284360189575,0.7777777777777777,0.39999999999999997,0.21958456973293772,0.5441176470588236,0.3217391304347825,0.5432692307692335,0.4528985507246377,0.7830578512396693,0.7045454545454546,0,0,0,1
12,2020-01-13,0.2021276595744681,0.25,0.31746031746031744,0.36018957345971575,0.7777777777777777,0.2,0.18694362017804156,0.38235294117647056,0.34534161490683224,0.6802884615384635,0.43478260869565216,0.7467683831320194,0.6363636363636364,0,0,0,1
13,2020-01-14,0.30851063829787234,0.4545454545454546,0.14285714285714285,0.5971563981042655,0.7777777777777777,0.39999999999999997,0.1706231454005935,0.25,0.25217391304347825,0.7451923076923102,0.4818840579710145,0.7422274695001966,0.25,0,0,0,1
14,2020-01-15,0.32978723404255317,0.5,0.25396825396825395,0.4549763033175357,0.7777777777777777,0.39999999999999997,0.1543026706231454,0.2941176470588236,0.24968944099378884,0.7980769230769269,0.5253623188405797,0.7438016528925618,0.4545454545454546,0,0,0,1
15,2020-01-16,0.3404255319148936,0.4545454545454546,0.07936507936507935,0.7630331753554505,0.5555555555555556,0.39999999999999997,0.19584569732937687,0.22058823529411767,0.14409937888198757,0.7620192307692335,0.5253623188405797,0.740013774104683,0.5,0,0,0,1
16,2020-01-17,0.2978723404255319,0.38636363636363635,0.11111111111111109,0.7630331753554505,0.7777777777777777,0.39999999999999997,0.2729970326409496,0.14705882352941177,0.24968944099378884,0.6634615384615401,0.4963768115942029,0.7293793550478042,0.4545454545454546,0,0,0,1
17,2020-01-18,0.22340425531914893,0.3181818181818182,0.19047619047619047,0.5260663507109006,0.5555555555555556,0.2,0.24035608308605344,0.36764705882352944,0.5142857142857142,0.6201923076923066,0.43478260869565216,0.7130394857667584,0.38636363636363635,0,0,0,1
